customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Predicted_Churn,Risk_Level,Customer_Segment,Retention_Priority,Top_SHAP_Drivers,SHAP_Values,SHAP_Directions,Final_Retention_Action
4376-KFVRS,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05,8468.2,No,0.0041972185,0,Low,0.0,Low,tenure | Contract Month-to-month | Contract Two year | OnlineSecurity No | Contract One year,-1.4373 | -1.1265 | -0.8457 | -0.4957 | -0.3057,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Review pricing
1452-KIOVK,Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.1,1949.4,No,0.4939033,0,Medium,1.0,Medium,Contract Month-to-month | PaymentMethod Electronic check | Dependents No | OnlineSecurity No | MonthlyCharges,0.5375 | -0.3988 | -0.2372 | 0.2225 | -0.2002,Increases churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk,Proactive retention communication; Offer long-term contract incentive; Promote online security; Offer technical support; Review pricing
1139-WUOAH,Male,0,No,No,57,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),53.35,3090.05,No,0.016503818,0,Low,0.0,Low,Contract Month-to-month | Contract Two year | TechSupport No | tenure | MonthlyCharges,-1.0588 | -0.5721 | -0.4057 | -0.4009 | -0.349,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Promote online security
3207-OYBWH,Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.25,5427.05,Yes,0.30253443,0,Low,0.0,Low,tenure | PaymentMethod Electronic check | Contract Month-to-month | StreamingTV No | TotalCharges,-0.8013 | -0.4487 | 0.3709 | -0.2551 | -0.2444,Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Promote online security; Offer technical support; Review pricing
8347-GDTMP,Female,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,1225.65,No,0.003921214,0,Low,1.0,Low,Contract Month-to-month | Contract Two year | tenure | MonthlyCharges | OnlineSecurity No,-1.3518 | -0.6496 | -0.488 | -0.4614 | -0.3451,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
9909-DFRJA,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35,No,0.0671652,0,Low,1.0,Low,Contract Month-to-month | OnlineSecurity No | tenure | TechSupport No | PaymentMethod Electronic check,-0.9885 | -0.372 | -0.3411 | -0.3133 | -0.2526,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Review pricing
6383-ZTSIW,Female,1,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,99.1,3877.95,No,0.18717326,0,Low,0.0,Low,Contract Month-to-month | TotalCharges | SeniorCitizen | OnlineSecurity No | MonthlyCharges,-0.9624 | -0.5529 | 0.399 | -0.3081 | 0.2659,Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Increases churn risk,Maintain regular engagement; Offer technical support; Review pricing
5438-QMDDL,Female,0,Yes,No,19,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.8,1130.85,No,0.20228133,0,Low,1.0,Low,Contract Month-to-month | InternetService DSL | InternetService Fiber optic | MonthlyCharges | PaymentMethod Electronic check,0.4134 | -0.3562 | -0.3146 | -0.3009 | -0.243,Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Promote online security; Offer technical support
8914-RBTSB,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,93.8,3019.5,Yes,0.21845071,0,Low,0.0,Low,tenure | PaperlessBilling No | Contract Month-to-month | OnlineBackup No | PaperlessBilling Yes,-0.8465 | -0.5833 | 0.4161 | -0.2735 | -0.2304,Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Promote online security; Offer technical support; Review pricing
6164-HXUGH,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,119.3,No,0.2442628,0,Low,1.0,Low,Contract Month-to-month | OnlineSecurity No | TechSupport No | InternetService Fiber optic | PaperlessBilling No,0.4968 | -0.4765 | -0.2516 | -0.21 | -0.1856,Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Provide new-customer support
6900-RBKER,Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),89.45,4577.75,No,0.041624464,0,Low,0.0,Low,Contract Month-to-month | Contract Two year | tenure | MonthlyCharges | PaymentMethod Electronic check,-1.2361 | -0.6078 | -0.5209 | -0.5012 | -0.2914,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Promote online security; Offer technical support; Review pricing
1492-QGCLU,Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,85.7,4616.1,No,0.22172038,0,Low,0.0,Low,TechSupport No | Contract Month-to-month | OnlineSecurity No | tenure | InternetService Fiber optic,-0.5422 | 0.3589 | -0.3113 | -0.307 | -0.2588,Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Review pricing
6664-FPDAC,Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.95,6418.9,Yes,0.21913241,0,Low,0.0,Low,Contract Month-to-month | tenure | TechSupport No | TotalCharges | OnlineSecurity No,-0.7412 | -0.5042 | -0.2835 | -0.231 | 0.2018,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk,Maintain regular engagement; Promote online security; Review pricing
1088-AUUZZ,Male,0,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),75.85,4261.2,No,0.0072682877,0,Low,0.0,Low,Contract Month-to-month | Contract Two year | TotalCharges | MonthlyCharges | tenure,-0.8713 | -0.8435 | -0.3896 | -0.3886 | -0.361,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
6651-AZVTJ,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4872.45,Yes,0.895474,1,High,0.0,Critical,Contract Month-to-month | MonthlyCharges | tenure | MultipleLines No | OnlineSecurity No,0.5635 | 0.5223 | -0.5174 | 0.2572 | 0.2134,Increases churn risk | Increases churn risk | Reduces churn risk | Increases churn risk | Increases churn risk,Immediate personal outreach; Offer long-term contract incentive; Promote online security; Offer technical support; Review pricing
8219-VYBVI,Male,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,1004.35,No,0.006266778,0,Low,1.0,Low,Contract Month-to-month | Contract Two year | OnlineSecurity No | tenure | MonthlyCharges,-0.9952 | -0.6161 | -0.4709 | -0.4233 | -0.3666,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
0310-MVLET,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,6010.05,Yes,0.41134635,0,Medium,0.0,Medium,tenure | Contract Month-to-month | TotalCharges | MonthlyCharges | Dependents No,-1.1138 | 0.5291 | -0.3218 | 0.3072 | -0.266,Reduces churn risk | Increases churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk,Proactive retention communication; Offer long-term contract incentive; Promote online security; Offer technical support; Review pricing
7233-IOQNP,Female,0,Yes,No,43,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),34.0,1505.35,No,0.11195054,0,Low,1.0,Low,tenure | Contract Month-to-month | TotalCharges | OnlineSecurity No | TechSupport No,-0.4553 | 0.3888 | -0.3569 | -0.3565 | -0.3079,Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive
7311-MQJCH,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.55,99.6,No,0.03512338,0,Low,1.0,Low,Contract Month-to-month | MonthlyCharges | OnlineSecurity No | tenure | TechSupport No,-1.3314 | -0.5472 | -0.3923 | 0.2711 | -0.2682,Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk,Maintain regular engagement; Provide new-customer support
9256-JTBNZ,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.3,246.3,No,0.4419531,0,Medium,1.0,Medium,Contract Month-to-month | OnlineSecurity No | PaymentMethod Bank transfer (automatic) | MonthlyCharges | TotalCharges,0.4877 | -0.4015 | 0.2916 | -0.194 | 0.1727,Increases churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Increases churn risk,Proactive retention communication; Offer long-term contract incentive
8713-IGZSO,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.85,62.0,No,0.10345875,0,Low,1.0,Low,OnlineSecurity No | Contract Month-to-month | TechSupport No | MonthlyCharges | InternetService Fiber optic,-0.6628 | 0.4659 | -0.4037 | -0.3601 | -0.2164,Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Provide new-customer support
6821-BUXUX,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.65,1244.5,Yes,0.7887923,1,High,1.0,Critical,Contract Month-to-month | OnlineSecurity No | MonthlyCharges | tenure | InternetService Fiber optic,0.599 | -0.5013 | 0.4459 | 0.2464 | 0.2276,Increases churn risk | Reduces churn risk | Increases churn risk | Increases churn risk | Increases churn risk,Priority retention outreach; Offer long-term contract incentive; Offer technical support; Review pricing
9114-DPSIA,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),81.0,5750.0,No,0.002571707,0,Low,0.0,Low,tenure | Contract Month-to-month | Contract Two year | OnlineSecurity No | TotalCharges,-1.5559 | -0.9782 | -0.8818 | -0.3363 | -0.3261,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Review pricing
4501-UYKBC,Female,1,No,No,46,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),69.1,3255.35,No,0.060690127,0,Low,0.0,Low,Contract Month-to-month | MonthlyCharges | tenure | PaymentMethod Electronic check | TechSupport No,-0.949 | -0.4969 | -0.3615 | -0.2744 | -0.2649,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Promote online security
2798-NYLMZ,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.55,7616.0,No,0.229424,0,Low,0.0,Low,tenure | Contract Month-to-month | MonthlyCharges | OnlineSecurity No | TotalCharges,-0.9687 | -0.8565 | 0.7686 | -0.4969 | 0.2868,Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Increases churn risk,Maintain regular engagement; Review pricing
6711-VTNRE,Female,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.55,3078.1,Yes,0.17097232,0,Low,0.0,Low,tenure | Contract Month-to-month | TechSupport No | MultipleLines No | MonthlyCharges,-0.6945 | 0.4699 | -0.454 | -0.4481 | -0.2997,Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Promote online security; Review pricing
5966-EMAZU,Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,108.5,6880.85,No,0.083504654,0,Low,0.0,Low,tenure | Contract Month-to-month | OnlineSecurity No | MonthlyCharges | TotalCharges,-1.0056 | -0.6258 | -0.5379 | 0.3924 | -0.3747,Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk,Maintain regular engagement; Review pricing
3627-FHKBK,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,75.3,Yes,0.45771167,0,Medium,1.0,Medium,tenure | OnlineSecurity No | Contract Month-to-month | PaperlessBilling No | MonthlyCharges,0.885 | -0.6811 | 0.5879 | -0.4193 | -0.3047,Increases churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk,Proactive retention communication; Offer long-term contract incentive; Provide new-customer support; Offer technical support
7861-UVUFT,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.3,1308.4,Yes,0.6090213,1,Medium,1.0,Medium,Contract Month-to-month | TotalCharges | MultipleLines No | PaymentMethod Electronic check | OnlineSecurity No,0.6368 | -0.3092 | -0.2264 | 0.2007 | 0.1676,Increases churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk | Increases churn risk,Proactive retention communication; Offer long-term contract incentive; Promote online security; Offer technical support; Review pricing
9824-QCJPK,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,666.75,No,0.008290469,0,Low,1.0,Low,Contract Month-to-month | tenure | OnlineSecurity No | MonthlyCharges | StreamingMovies Yes,-1.1895 | -0.6841 | -0.462 | -0.404 | -0.2536,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
7816-VGHTO,Female,0,Yes,Yes,6,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,40.55,217.5,No,0.028829202,0,Low,1.0,Low,Contract Month-to-month | Contract Two year | MonthlyCharges | TechSupport No | DeviceProtection Yes,-1.3571 | -0.8896 | -0.3148 | -0.3078 | 0.2138,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk,Maintain regular engagement; Provide new-customer support; Promote online security
3794-NFNCH,Male,0,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,1474.9,No,0.032779466,0,Low,1.0,Low,tenure | MonthlyCharges | PaymentMethod Electronic check | TotalCharges | Contract Month-to-month,-0.9033 | -0.4711 | -0.4611 | -0.4314 | 0.3749,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk,Maintain regular engagement; Offer long-term contract incentive; Promote online security; Offer technical support
3877-JRJIP,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.85,59.85,Yes,0.680113,1,Medium,1.0,Medium,tenure | Contract Month-to-month | MonthlyCharges | TotalCharges | InternetService Fiber optic,0.747 | 0.6041 | -0.5929 | 0.3673 | -0.3652,Increases churn risk | Increases churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk,Proactive retention communication; Offer long-term contract incentive; Provide new-customer support; Promote online security; Offer technical support
5228-EXCET,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.85,1008.7,Yes,0.57973486,1,Medium,1.0,Medium,Contract Month-to-month | MultipleLines No | OnlineSecurity No | PaymentMethod Electronic check | InternetService Fiber optic,0.6075 | -0.3193 | 0.2197 | 0.2156 | 0.1712,Increases churn risk | Reduces churn risk | Increases churn risk | Increases churn risk | Increases churn risk,Proactive retention communication; Offer long-term contract incentive; Promote online security; Offer technical support; Review pricing
6248-BSHKG,Male,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,1226.45,No,0.0052691386,0,Low,1.0,Low,Contract Month-to-month | tenure | MonthlyCharges | OnlineSecurity No | TechSupport No,-1.0008 | -0.7726 | -0.6829 | -0.4673 | -0.3228,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
8915-NNTRC,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.7,7919.8,No,0.0042716,0,Low,0.0,Low,tenure | Contract Month-to-month | Contract Two year | OnlineSecurity No | TechSupport No,-1.6788 | -1.0719 | -0.8281 | -0.5248 | -0.3089,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Review pricing
3470-OBUET,Female,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),74.0,4868.4,No,0.06048997,0,Low,0.0,Low,Contract Month-to-month | Contract Two year | TotalCharges | OnlineSecurity No | TechSupport No,-0.9518 | -0.5921 | 0.2423 | -0.2178 | -0.1804,Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
3229-USWAR,Female,0,No,No,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.95,2727.3,No,0.038777888,0,Low,1.0,Low,Contract Month-to-month | tenure | OnlineSecurity No | TechSupport No | MonthlyCharges,-0.8769 | -0.4621 | -0.3675 | -0.2682 | -0.2562,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
1927-QEWMY,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1502.25,No,0.0010761357,0,Low,1.0,Low,tenure | Contract Month-to-month | Contract Two year | MonthlyCharges | OnlineSecurity No,-1.6236 | -1.1883 | -0.7914 | -0.5995 | -0.4352,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
6374-AFWOX,Male,0,Yes,No,46,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.65,3047.15,No,0.008057642,0,Low,0.0,Low,Contract Two year | Contract Month-to-month | MonthlyCharges | OnlineSecurity No | tenure,-0.9363 | -0.9027 | -0.3524 | -0.3481 | -0.2442,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
7912-SYRQT,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1,552.95,Yes,0.6550073,1,Medium,1.0,Medium,Contract Month-to-month | PaymentMethod Electronic check | InternetService Fiber optic | OnlineSecurity No | MonthlyCharges,0.6838 | -0.3491 | 0.2677 | 0.2446 | -0.2018,Increases churn risk | Reduces churn risk | Increases churn risk | Increases churn risk | Reduces churn risk,Proactive retention communication; Offer long-term contract incentive; Promote online security; Offer technical support
2070-FNEXE,Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,0.123830065,0,Low,1.0,Low,OnlineSecurity No | Contract Month-to-month | MonthlyCharges | PaperlessBilling No | PaymentMethod Electronic check,-0.5671 | 0.5318 | -0.4304 | -0.3458 | -0.283,Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Offer technical support
5803-NQJZO,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),67.8,4804.65,No,0.0024897961,0,Low,0.0,Low,tenure | Contract Month-to-month | Contract Two year | MonthlyCharges | OnlineSecurity No,-1.6556 | -0.9562 | -0.6784 | -0.5238 | -0.427,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
5651-YLPRD,Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,2723.75,No,0.44663665,0,Medium,0.0,Medium,tenure | Contract Month-to-month | OnlineBackup No | OnlineSecurity No | TotalCharges,-0.5706 | 0.5275 | -0.2655 | 0.1939 | 0.1857,Reduces churn risk | Increases churn risk | Reduces churn risk | Increases churn risk | Increases churn risk,Proactive retention communication; Offer long-term contract incentive; Promote online security; Offer technical support; Review pricing
1271-UODNO,Male,0,No,No,39,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),53.85,2200.7,No,0.030820724,0,Low,1.0,Low,Contract Month-to-month | Contract Two year | tenure | TotalCharges | PaymentMethod Electronic check,-1.1307 | -0.6404 | -0.3283 | -0.3216 | -0.2658,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Promote online security
5014-WUQMG,Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,96.1,4391.45,No,0.043477725,0,Low,0.0,Low,Contract Month-to-month | OnlineSecurity No | Dependents No | tenure | MultipleLines No,-0.9931 | -0.3929 | -0.359 | -0.3563 | -0.2822,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer technical support; Review pricing
5889-JTMUL,Female,1,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.05,4888.7,Yes,0.51334405,1,Medium,0.0,Medium,tenure | Contract Month-to-month | TotalCharges | MonthlyCharges | PaymentMethod Electronic check,-0.7288 | 0.5473 | -0.4318 | -0.2282 | 0.2253,Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk,Proactive retention communication; Offer long-term contract incentive; Promote online security; Offer technical support; Review pricing
0788-DXBFY,Male,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.55,1108.8,No,0.06352067,0,Low,1.0,Low,Contract Month-to-month | TotalCharges | OnlineSecurity No | TechSupport No | StreamingMovies Yes,-1.1411 | 0.4186 | -0.385 | -0.3607 | -0.1826,Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
2669-QVCRG,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.3,3190.65,No,0.5164357,1,Medium,0.0,Medium,Contract Month-to-month | OnlineSecurity No | PaymentMethod Electronic check | tenure | InternetService Fiber optic,0.5477 | -0.5368 | -0.3254 | -0.2703 | 0.2387,Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk,Proactive retention communication; Offer long-term contract incentive; Offer technical support; Review pricing
6630-UJZMY,Female,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.25,308.05,No,0.83827084,1,High,1.0,Critical,Contract Month-to-month | OnlineSecurity No | InternetService Fiber optic | MultipleLines No | PaymentMethod Electronic check,0.7181 | 0.2763 | 0.1814 | 0.1513 | 0.1431,Increases churn risk | Increases churn risk | Increases churn risk | Increases churn risk | Increases churn risk,Immediate personal outreach; Offer long-term contract incentive; Provide new-customer support; Promote online security; Offer technical support; Review pricing
5061-PBXFW,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.4,1864.65,No,0.08216776,0,Low,1.0,Low,tenure | Contract Month-to-month | PaymentMethod Electronic check | OnlineSecurity No | TotalCharges,-0.5306 | 0.3615 | -0.3149 | -0.2911 | -0.2857,Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive
2700-LUEVA,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.75,20.75,No,0.14961196,0,Low,1.0,Low,tenure | Contract Month-to-month | OnlineSecurity No | PaymentMethod Credit card (automatic) | PaymentMethod Mailed check,0.7564 | 0.524 | -0.4767 | -0.3957 | -0.3761,Increases churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Provide new-customer support
3865-ZFZIB,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,358.15,No,0.009457199,0,Low,1.0,Low,Contract Month-to-month | Contract Two year | OnlineSecurity No | tenure | TechSupport No,-1.3127 | -0.7215 | -0.4182 | -0.2639 | -0.2316,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
0471-ARVMX,Female,1,Yes,No,62,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.85,6312.9,No,0.2872487,0,Low,0.0,Low,tenure | Contract Month-to-month | MonthlyCharges | OnlineSecurity No | PaymentMethod Electronic check,-1.1256 | -0.8227 | 0.5814 | -0.4657 | 0.1972,Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Increases churn risk,Maintain regular engagement; Offer technical support; Review pricing
8985-OOPOS,Female,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),74.1,74.1,No,0.091287166,0,Low,1.0,Low,Contract Month-to-month | tenure | TechSupport No | MonthlyCharges | PaperlessBilling No,-1.1199 | 0.4591 | -0.3383 | -0.2555 | -0.208,Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Provide new-customer support; Promote online security
0719-SYFRB,Female,0,No,No,12,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.65,713.75,Yes,0.14382824,0,Low,1.0,Low,OnlineSecurity No | Contract Month-to-month | MonthlyCharges | PaymentMethod Electronic check | InternetService Fiber optic,-0.5018 | 0.4601 | -0.409 | -0.3037 | -0.3013,Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive
